Year,Car Make and Model,Retail Price,Highway MPG,Body Style,Base Curb Weight (lbs),Parking Aid,Back-Up Camera,Stability Control
2012,2012 Volkswagen Tiguan Specs: 2WD 4-Door Manual S,22840.0,26.0,Car,3433.0,No,No,Yes
2012,2012 Volkswagen Tiguan Specs: 2WD 4-Door Automatic SEL w/Premium Nav,34695.0,27.0,Car,3433.0,No,No,Yes
2012,2012 Volkswagen Tiguan Specs: 2WD 4-Door Automatic SEL,33975.0,27.0,Car,3433.0,No,No,Yes
2012,2012 Volkswagen Tiguan Specs: 2WD 4-Door Automatic SE w/Sunroof & Nav,30525.0,27.0,Car,3433.0,No,No,Yes
2012,2012 Volkswagen Tiguan Specs: 2WD 4-Door Automatic SE,28635.0,27.0,Car,3433.0,No,No,Yes
2012,2012 Volkswagen Tiguan Specs: 2WD 4-Door Automatic S w/Sunroof,25940.0,27.0,Car,3433.0,No,No,Yes
2012,2012 Volkswagen Tiguan Specs: 2WD 4-Door Automatic S,24340.0,27.0,Car,3433.0,No,No,Yes
2011,2011 Volkswagen Tiguan Specs: 2WD 4-Door Automatic S,24820.0,25.0,Car,3433.0,No,No,Yes
2011,2011 Volkswagen Tiguan Specs: 4WD 4-Door SEL 4Motion w/Premium Navi & Dynaudio,37390.0,25.0,Car,3433.0,No,Yes,Yes
2011,2011 Volkswagen Tiguan Specs: 4WD 4-Door SEL 4Motion,35090.0,25.0,Car,3433.0,No,No,Yes
2011,2011 Volkswagen Tiguan Specs: 4WD 4-Door SE 4Motion wSunroof & Navi,32380.0,25.0,Car,3433.0,No,No,Yes
2011,2011 Volkswagen Tiguan Specs: 4WD 4-Door SE 4Motion,30170.0,25.0,Car,3433.0,No,No,Yes
2011,2011 Volkswagen Tiguan Specs: 4WD 4-Door S 4Motion,26775.0,25.0,Car,3433.0,No,No,Yes
2011,2011 Volkswagen Tiguan Specs: 2WD 4-Door SEL w/Premium Navi,34290.0,25.0,Car,3433.0,No,Yes,Yes
2011,2011 Volkswagen Tiguan Specs: 2WD 4-Door SEL,33135.0,25.0,Car,3433.0,No,No,Yes
2011,2011 Volkswagen Tiguan Specs: 2WD 4-Door SE w/Sunroof & Navi,30425.0,25.0,Car,3433.0,No,No,Yes
2011,2011 Volkswagen Tiguan Specs: 2WD 4-Door SE,28215.0,25.0,Car,3433.0,No,No,Yes
2011,2011 Volkswagen Tiguan Specs: 2WD 4-Door Manual S,23720.0,26.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: AWD 4-Door Automatic S,26250.0,24.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: FWD 4-Door Wolfsburg,27750.0,24.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: FWD 4-Door SEL,31550.0,24.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: FWD 4-Door SE w/Leather,28765.0,24.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: FWD 4-Door SE,27405.0,24.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: FWD 4-Door Manual S,23200.0,26.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: FWD 4-Door Automatic S,24300.0,24.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: AWD 4-Door Wolfsburg,29700.0,24.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: AWD 4-Door SEL,33500.0,24.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: AWD 4-Door SE w/Leather,30715.0,24.0,Car,3433.0,No,No,Yes
2010,2010 Volkswagen Tiguan Specs: AWD 4-Door SE,29355.0,24.0,Car,3433.0,No,No,Yes
2009,2009 Volkswagen Tiguan Specs: AWD 4-Door SE,28875.0,24.0,Car,3433.0,No,No,Yes
2009,2009 Volkswagen Tiguan Specs: FWD 4-Door SEL,30990.0,24.0,Car,3433.0,No,No,Yes
2009,2009 Volkswagen Tiguan Specs: FWD 4-Door SE w/Leather,28275.0,24.0,Car,3433.0,No,No,Yes
2009,2009 Volkswagen Tiguan Specs: FWD 4-Door SE,26925.0,24.0,Car,3433.0,No,No,Yes
2009,2009 Volkswagen Tiguan Specs: FWD 4-Door Manual S,23200.0,26.0,Car,3433.0,No,No,Yes
2009,2009 Volkswagen Tiguan Specs: FWD 4-Door Automatic S,24300.0,24.0,Car,3433.0,No,No,Yes
2009,2009 Volkswagen Tiguan Specs: AWD SE w/Leather,30225.0,24.0,Car,3433.0,No,No,Yes
2009,2009 Volkswagen Tiguan Specs: AWD 4-Door SEL,32940.0,24.0,Car,3433.0,No,No,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 S 4MOTION,34095.0,23.0,Car,,No,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SEL R-Line FWD,43345.0,24.0,Car,,Yes,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SEL FWD,41395.0,24.0,Car,,Yes,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SE w/Technology R-Line FWD,39245.0,24.0,Car,,No,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SE w/Technology FWD,37295.0,24.0,Car,,No,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SE FWD,35495.0,24.0,Car,,No,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 2.0T S FWD,30895.0,26.0,Car,,No,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SEL R-Line 4MOTION,45145.0,23.0,Car,,Yes,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SEL Premium 4MOTION,48395.0,23.0,Car,,No,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SEL 4MOTION,43195.0,23.0,Car,,Yes,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SE w/Technology R-Line 4MOTION,41045.0,23.0,Car,,No,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SE w/Technology 4MOTION,39095.0,23.0,Car,,No,Yes,Yes
2019,2019 Volkswagen Atlas Specs: 3.6L V6 SE 4MOTION,37295.0,23.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 Launch Edition 4MOTION,35550.0,23.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 SEL FWD,41140.0,25.0,Car,,Yes,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 SE w/Technology FWD,37340.0,25.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 SE FWD,35240.0,25.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 S FWD,32150.0,25.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 Launch Edition FWD,33750.0,25.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 2.0T SEL FWD,39410.0,26.0,Car,,Yes,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 2.0T SE w/Technology FWD,35940.0,26.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 2.0T SE FWD,33840.0,26.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 2.0T S FWD,30750.0,26.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 SEL Premium 4MOTION,48740.0,23.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 SEL 4MOTION,42940.0,23.0,Car,,Yes,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 SE w/Technology 4MOTION,39140.0,23.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 SE 4MOTION,37040.0,23.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Atlas Specs: 3.6L V6 S 4MOTION,33950.0,23.0,Car,,No,Yes,Yes
2018,2018 Volkswagen Passat Specs: 2.0T S Automatic,22995.0,36.0,Car,3274.0,No,Yes,Yes
2018,2018 Volkswagen Passat Specs: V6 SEL Premium DSG,34650.0,28.0,Car,3571.0,No,Yes,Yes
2018,2018 Volkswagen Passat Specs: V6 GT DSG,29145.0,28.0,Car,3571.0,No,Yes,Yes
2018,2018 Volkswagen Passat Specs: R-Line Automatic,24995.0,36.0,Car,3274.0,No,Yes,Yes
2018,2018 Volkswagen Passat Specs: 2.0T SEL Premium Automatic,31650.0,36.0,Car,3274.0,No,Yes,Yes
2018,2018 Volkswagen Passat Specs: 2.0T SE w/Technology Automatic,29595.0,36.0,Car,3274.0,Yes,Yes,Yes
2018,2018 Volkswagen Passat Specs: 2.0T SE Automatic,26295.0,36.0,Car,3274.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic R-Line,23975.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI Manual R-Line w/Comfort Pkg,,44.0,Car,3444.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI Manual R-Line,,44.0,Car,3444.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SEL Premium,36835.0,28.0,Car,3571.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI DSG SEL Premium,,42.0,Car,3437.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI DSG SEL,,42.0,Car,3437.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI DSG SE,,42.0,Car,3437.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI DSG S,,42.0,Car,3437.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI DSG R-Line w/Comfort Pkg,,42.0,Car,3437.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI DSG R-Line,,42.0,Car,3437.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SEL Premium PZEV,34270.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SEL PZEV,30495.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE w/Technology PZEV,28410.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE PZEV,26280.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic S PZEV,22440.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic R-Line w/Comfort Pkg PZEV,24750.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic R-Line PZEV,23975.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SEL Premium,34270.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SEL,30495.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE w/Technology,28410.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE,26280.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic S,22440.0,38.0,Car,3263.0,No,Yes,Yes
2016,2016 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic R-Line w/Comfort Pkg,24750.0,38.0,Car,3263.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Limited Edition,23995.0,36.0,Car,3230.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual Sport PZEV,26915.0,35.0,Car,3172.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual S PZEV,21340.0,35.0,Car,3172.0,No,No,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 2.0L Manual  TDI SE,27095.0,44.0,Car,3408.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual Sport,26915.0,35.0,Car,3172.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual S,21340.0,35.0,Car,3172.0,No,No,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SEL Premium,35995.0,28.0,Car,3481.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI DSG SEL Premium,33925.0,42.0,Car,3497.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 2.0L DSG TDI SE w/Sunroof & Nav,30850.0,42.0,Car,3497.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 2.0L TDI DSG SE w/Sunroof,29125.0,42.0,Car,3497.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Wolfsburg Ed PZEV,24375.0,36.0,Car,3230.0,No,No,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Sport PZEV,28115.0,36.0,Car,3230.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SEL Premium PZEV,31790.0,36.0,Car,3230.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE w/Sunroof & Nav PZEV,28105.0,36.0,Car,3230.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Limited Edition PZEV,23995.0,36.0,Car,3230.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Wolfsburg Ed,24375.0,36.0,Car,3230.0,No,No,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Sport,28115.0,36.0,Car,3230.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SEL Premium,31790.0,36.0,Car,3230.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE w/Sunroof & Nav,28105.0,36.0,Car,3230.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE,26280.0,36.0,Car,3230.0,No,Yes,Yes
2015,2015 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic S,22440.0,36.0,Car,3230.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE w/Sunroof PZEV,26695.0,34.0,Car,3230.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SEL Premium,34265.0,28.0,Car,3481.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SE w/Sunroof,29665.0,28.0,Car,3481.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual SE,23945.0,32.0,Car,3166.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual S,20845.0,32.0,Car,3166.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual S PZEV,20845.0,32.0,Car,3166.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual SE PZEV,23945.0,32.0,Car,3166.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic Wolfsburg Ed,23495.0,31.0,Car,3221.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof,25845.0,31.0,Car,3221.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Snrf/Nav,26995.0,31.0,Car,3221.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE,25045.0,31.0,Car,3221.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S w/Nav,22245.0,31.0,Car,3221.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S,21945.0,31.0,Car,3221.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S PZEV,21945.0,31.0,Car,3221.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic Wolfsburg Ed PZEV,23495.0,31.0,Car,3221.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof PZEV,25845.0,31.0,Car,3221.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Snrf/Nav PZEV,26995.0,31.0,Car,3221.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE PZEV,25045.0,31.0,Car,3221.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S w/Nav PZEV,22245.0,31.0,Car,3221.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.0L Manual  TDI SE,26675.0,43.0,Car,3393.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.0L DSG TDI SEL Premium,33395.0,40.0,Car,3494.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.0L DSG TDI SE w/Sunroof & Nav,30375.0,40.0,Car,3459.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 2.0L DSG TDI SE w/Sunroof,28675.0,40.0,Car,3459.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual Sport,26475.0,35.0,Car,3230.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual SE,24775.0,35.0,Car,3175.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual S,20995.0,35.0,Car,3175.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual Sport PZEV,26475.0,35.0,Car,3230.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual SE PZEV,24775.0,35.0,Car,3175.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Manual S PZEV,20995.0,35.0,Car,3175.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Wolfsburg Ed,24185.0,34.0,Car,3230.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Sport,27675.0,34.0,Car,3285.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SEL Premium,31295.0,34.0,Car,3230.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE w/Sunroof,26695.0,34.0,Car,3230.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE w/Sunroof & Nav,27895.0,34.0,Car,3230.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE,25875.0,34.0,Car,3230.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic S,22095.0,34.0,Car,3230.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Wolfsburg Ed PZEV,23995.0,34.0,Car,3230.0,No,No,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic Sport PZEV,27675.0,34.0,Car,3285.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SEL Premium PZEV,31295.0,34.0,Car,3230.0,No,Yes,Yes
2014,2014 Volkswagen Passat Specs: 4-Door Sedan 1.8T Automatic SE w/Sunroof & Nav PZEV,27895.0,34.0,Car,3230.0,No,Yes,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S PZEV,21945.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SEL Premium,33525.0,28.0,Car,3446.0,No,Yes,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SE w/Sunroof & Nav,30895.0,28.0,Car,3446.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SE w/Sunroof,29235.0,28.0,Car,3446.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual SE,23945.0,32.0,Car,3166.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual SE PZEV,23945.0,32.0,Car,3166.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic Wolfsburg Edition,23495.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SEL Premium,30425.0,31.0,Car,3221.0,No,Yes,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SEL,28925.0,31.0,Car,3221.0,No,Yes,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof & Nav,26995.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof,25845.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE,25045.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S w/Appearance,22945.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic Wolfsburg Edition PZEV,23495.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SEL Premium PZEV,30425.0,31.0,Car,3221.0,No,Yes,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SEL PZEV,28925.0,31.0,Car,3221.0,No,Yes,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof & Nav PZEV,26995.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof PZEV,25845.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE PZEV,25045.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S w/Appearance PZEV,22945.0,31.0,Car,3221.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.0L Manual  TDI SE,26225.0,43.0,Car,3393.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.0L DSG TDI SEL Premium,32915.0,40.0,Car,3459.0,No,Yes,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.0L DSG TDI SE w/Sunroof & Nav,29885.0,40.0,Car,3459.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.0L DSG TDI SE w/Sunroof,28225.0,40.0,Car,3459.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual S,20845.0,32.0,Car,3166.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual S PZEV,20845.0,32.0,Car,3166.0,No,No,Yes
2013,2013 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S,21945.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.0L DSG TDI SE w/Sunroof,27895.0,40.0,Car,3397.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SEL Premium,32950.0,28.0,Car,3446.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SE w/Sunroof & Nav,30595.0,28.0,Car,3446.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 3.6L V6 DSG SE w/Sunroof,28995.0,28.0,Car,3446.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual SE,23725.0,32.0,Car,3166.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual S,20590.0,32.0,Car,3166.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual SE PZEV,23725.0,32.0,Car,3166.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Manual S PZEV,20590.0,32.0,Car,3166.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SEL Premium PZEV,29895.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SEL Premium,29895.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SEL,28395.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof & Nav PZEV,26795.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof & Nav,26795.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof,25625.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE,24825.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S w/Appearance,22690.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S,21690.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SEL PZEV,28395.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE w/Sunroof PZEV,25625.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic SE PZEV,24825.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S w/Appearance PZEV,22690.0,31.0,Car,3221.0,No,No,Yes
2012,2012 Volkswagen Passat Specs: 4-Door Sedan 2.5L Automatic S PZEV,21690.0,31.0,Car,3221.0,No,No,Yes
